Lat,Long,wards
42.35033112,-71.07612435,3
42.35047775,-71.0761972,4
42.35040546,-71.07646626,4
42.35033547,-71.07672949,4
42.35027773,-71.07694304,4
42.35017131,-71.0758517,3
42.34966504,-71.07572203,3
42.34972574,-71.07547023,3
42.34979029,-71.07522781,3
42.34985755,-71.07497863,3
42.34963662,-71.07607791,3
42.34962502,-71.07619633,3
42.34958109,-71.07635759,3
42.34953812,-71.07651703,3
42.34949458,-71.07667621,3
42.34944444,-71.07674556,3
42.34929854,-71.0766951,3
42.3494018,-71.07640178,3
42.34949278,-71.07606885,3
42.3495766,-71.07662524,3
42.34961995,-71.0764658,3
42.34966214,-71.07630531,3
42.34991689,-71.07679299,3
42.34977257,-71.07708654,3
42.34973212,-71.07724521,3
42.34951313,-71.07713802,3
42.34937904,-71.07707275,3
42.34955185,-71.07697752,3
42.34924684,-71.07714053,3
42.3490727,-71.0769446,3
42.34891571,-71.07692771,3
42.34850392,-71.07642326,3
42.34875979,-71.07684505,3
42.34869371,-71.07484264,3
42.34843252,-71.07624855,3
42.3486088,-71.07559705,3
42.3489414,-71.07413528,3
42.34906659,-71.07433814,3
42.34904705,-71.07422265,3
42.35376697,-71.07894254,4
42.35384543,-71.07865194,4
42.353933,-71.07832331,4
42.35402719,-71.0779787,4
42.3538694,-71.07799646,4
42.35371476,-71.07856192,4
42.35379625,-71.07826423,4
42.353627,-71.07889386,4
42.35357519,-71.07895864,4
42.35333623,-71.07903299,4
42.35331047,-71.0791192,4
42.35331251,-71.07882886,4
42.35348934,-71.07910548,4
42.35311092,-71.07892149,4
42.35299992,-71.07867545,4
42.35295782,-71.07884637,4
42.35293431,-71.07893562,4
42.35308892,-71.07901075,4
42.35285623,-71.0785127,4
42.35295817,-71.07856075,4
42.35285659,-71.07893654,4
42.35269888,-71.07871882,4
42.35267632,-71.07880732,4
42.35254466,-71.0786437,4
42.35252096,-71.07873219,4
42.35228341,-71.07851467,4
42.35225878,-71.07860291,4
42.35215947,-71.07845462,4
42.3524583,-71.07840916,4
42.3529148,-71.07695768,4
42.35279995,-71.07738317,4
42.35266599,-71.07786469,4
42.35254999,-71.07829627,4
42.35273344,-71.07854323,4
42.35258834,-71.07847459,4
42.35214676,-71.07814994,4
42.35220379,-71.07794328,4
42.35225743,-71.07774525,4
42.35231068,-71.07754873,4
42.35236603,-71.07734029,4
42.35242136,-71.07713642,4
42.35247956,-71.07691454,4
42.35253375,-71.07671625,4
42.35259023,-71.07650629,4
42.35264329,-71.07631054,4
42.35270115,-71.07627697,4
42.35252115,-71.07618882,4
42.35271796,-71.07603465,4
42.3527396,-71.07614335,4
42.35255302,-71.07605137,4
42.35198857,-71.07817936,4
42.35234111,-71.07610013,4
42.35238596,-71.07596958,4
42.3530128,-71.07836513,4
42.35305091,-71.07821526,4
42.35310208,-71.07802559,4
42.35315609,-71.07782653,4
42.35325217,-71.07747331,4
42.35330202,-71.07728591,4
42.35335376,-71.077097,4
42.35325182,-71.07704591,4
42.35320159,-71.0772333,4
42.35315326,-71.07741359,4
42.35320442,-71.07764776,4
42.35305472,-71.07777671,4
42.35310098,-71.07759565,4
42.3529077,-71.07831595,4
42.35300734,-71.07794957,4
42.35294943,-71.07816044,4
42.35364157,-71.07733558,4
42.35376826,-71.07686547,4
42.35174586,-71.07775966,4
42.35180329,-71.0775459,4
42.35186032,-71.07733975,4
42.35191434,-71.07713613,4
42.35197272,-71.07691908,4
42.35202824,-71.07671394,4
42.35208662,-71.07649688,4
42.35214253,-71.07628718,4
42.35220202,-71.07607216,4
42.35218545,-71.07587082,4
42.35214587,-71.07600545,4
42.35206978,-71.07581486,4
42.35170105,-71.07578599,4
42.35155848,-71.075717,4
42.3515928,-71.0755788,4
42.35156466,-71.0754866,4
42.35148818,-71.07572847,4
42.35130292,-71.07559127,4
42.3514529,-71.07543472,4
42.35150495,-71.07523373,4
42.35155858,-71.07503671,4
42.35159838,-71.07488862,4
42.3516431,-71.07472279,4
42.35169597,-71.0745283,4
42.35180826,-71.07458069,4
42.35175576,-71.07477823,4
42.35171067,-71.07494152,4
42.35161629,-71.07529094,4
42.35167203,-71.07509018,4
42.35133543,-71.07586901,4
42.35127809,-71.07607911,4
42.35121841,-71.07629571,4
42.35117689,-71.07645774,4
42.35112337,-71.0766541,4
42.35106841,-71.07685949,4
42.35116694,-71.0769188,4
42.35121982,-71.0767233,4
42.35128199,-71.07648849,4
42.35132709,-71.07632215,4
42.35137902,-71.07612893,4
42.35143511,-71.07592304,4
42.35213957,-71.07465519,4
42.3520133,-71.07513045,4
42.3513342,-71.07545314,4
42.35110022,-71.07533665,4
42.35084988,-71.07521478,4
42.35054213,-71.07533292,3
42.35067727,-71.07545188,4
42.35078629,-71.07512637,4
42.3506391,-71.07500534,3
42.35084979,-71.07487913,4
42.35093468,-71.07456674,4
42.35098225,-71.07439101,4
42.35103776,-71.07418994,4
42.35097748,-71.07375211,3
42.35092006,-71.07396536,3
42.35085771,-71.07419433,3
42.35077907,-71.07448619,3
42.3507137,-71.0747253,3
42.3505544,-71.07506359,3
42.35040506,-71.07499103,3
42.35109436,-71.07398127,4
42.35067448,-71.0744039,3
42.35063733,-71.07454387,3
42.3504718,-71.07560115,3
42.35033121,-71.07575109,3
42.3506128,-71.07569615,4
42.35043441,-71.07516652,3
42.35024689,-71.07507379,3
42.35001107,-71.07495826,3
42.34998935,-71.07478739,3
42.34995536,-71.07463602,3
42.34984977,-71.0746268,3
42.34988199,-71.07450103,3
42.34991478,-71.07437805,3
42.35003283,-71.07394217,3
42.35006505,-71.07382299,3
42.35030192,-71.07294667,3
42.35021703,-71.07325957,3
42.35014086,-71.07353595,3
42.35034705,-71.07318386,3
42.35039821,-71.07299469,3
42.35028489,-71.07341714,3
42.3495157,-71.07455782,3
42.34965865,-71.0746268,3
42.34980121,-71.07469731,3
42.35134226,-71.0781525,4
42.3530026,-71.07648919,4
42.349354,-71.07447817,3
42.34920923,-71.07440794,3
42.3488256,-71.07422321,3
42.3489954,-71.07393622,3
42.34904102,-71.07376387,3
42.34909463,-71.07356465,3
42.34911158,-71.07398841,3
42.35002248,-71.0743852,3
42.35009617,-71.07411494,3
42.35015947,-71.07387799,3
42.35023404,-71.07360268,3
42.3522737,-71.07579779,4
42.35233072,-71.07559773,4
42.3522967,-71.07407923,4
42.35218351,-71.0782769,4
42.35409618,-71.07772124,4
42.35416091,-71.07747792,4
42.35426094,-71.0771108,4
42.35413008,-71.077035,4
42.35403162,-71.07739573,4
42.3539516,-71.07769076,4
42.35433078,-71.07705573,4
42.35481638,-71.07716897,4
42.35434873,-71.07678813,4
42.35442515,-71.07650283,4
42.35450517,-71.07620658,4
42.35460542,-71.07583733,4
42.35421791,-71.07670741,4
42.35430782,-71.07637405,4
42.35438021,-71.07611065,4
42.3545326,-71.07554613,4
42.35467606,-71.0755747,4
42.35368616,-71.07676263,4
42.3540084,-71.07676546,4
42.35353119,-71.07644547,4
42.35335728,-71.07665881,4
42.3534615,-71.07669878,4
42.35340665,-71.07690073,4
42.35330582,-71.07685681,4
42.35299595,-71.07642041,4
42.35277387,-71.07583307,4
42.35283478,-71.07560161,4
42.35288603,-71.07541365,4
42.3529429,-71.07520165,4
42.35299684,-71.07499848,4
42.3530537,-71.07478527,4
42.35310877,-71.07458422,4
42.35316631,-71.07437374,4
42.35322137,-71.07416844,4
42.35329689,-71.07414308,4
42.35334073,-71.07399373,4
42.35329038,-71.07391447,4
42.35312731,-71.07387977,4
42.35308371,-71.0740507,4
42.35297557,-71.07466257,4
42.3527326,-71.07556256,4
42.35344455,-71.07425313,4
42.3533918,-71.0742264,4
42.35357355,-71.07628378,4
42.35361465,-71.07613214,4
42.35365964,-71.07595827,4
42.35370897,-71.0757797,4
42.35375526,-71.07560758,4
42.3538022,-71.0754334,4
42.35385022,-71.07525659,4
42.35390669,-71.0750508,4
42.35395125,-71.07488453,4
42.35399797,-71.07471182,4
42.35384313,-71.07484784,4
42.35375142,-71.07519209,4
42.35347063,-71.07623361,4
42.35351065,-71.07608403,4
42.35365321,-71.075558,4
42.35370469,-71.0753648,4
42.35355851,-71.07590811,4
42.35238538,-71.07539387,4
42.35243777,-71.07519723,4
42.35248903,-71.07500437,4
42.35254774,-71.07478092,4
42.35260368,-71.07457556,4
42.3526616,-71.07436643,4
42.35271847,-71.07415465,4
42.35277395,-71.07395162,4
42.35275669,-71.07443503,4
42.35250928,-71.07535,4
42.35298612,-71.07381041,4
42.35294007,-71.07397966,4
42.35277142,-71.07371646,4
42.35272604,-71.07386482,4
42.35299972,-71.07371057,4
42.35312233,-71.07307646,4
42.35284813,-71.07367291,4
42.35289809,-71.07347613,4
42.35241955,-71.07354186,4
42.35252144,-71.07339052,4
42.35259853,-71.0731267,4
42.35257505,-71.07303677,4
42.35250491,-71.07330012,4
42.35217783,-71.07342611,4
42.35213847,-71.07357556,4
42.35213933,-71.07336401,4
42.35200466,-71.07330412,4
42.35196141,-71.07354597,4
42.35207451,-71.07359146,4
42.35217474,-71.07321918,4
42.3520464,-71.07315558,4
42.35222099,-71.0730514,4
42.3523671,-71.07250548,4
42.35232419,-71.07266366,4
42.3522691,-71.07287079,4
42.35209179,-71.07298779,4
42.3521401,-71.07280864,4
42.35219497,-71.07260063,4
42.35224053,-71.07243782,4
42.3522945,-71.07223389,4
42.35242278,-71.07230392,4
42.35234862,-71.07203611,4
42.3524754,-71.07210406,4
42.35191026,-71.07373605,4
42.35185948,-71.07392306,4
42.35179969,-71.07414678,4
42.35173301,-71.07438649,4
42.35186783,-71.07436007,4
42.35191053,-71.07420102,4
42.35197205,-71.07397849,4
42.35202201,-71.07378561,4
42.35193903,-71.07331029,4
42.35164817,-71.07316608,4
42.35129164,-71.07322858,4
42.35116106,-71.07289048,4
42.35134344,-71.07297722,4
42.35141154,-71.07272408,4
42.35149755,-71.07241095,4
42.35157802,-71.07210915,4
42.35166339,-71.07179514,4
42.35153388,-71.07169319,4
42.35144107,-71.07203781,4
42.35134936,-71.07238097,4
42.35130583,-71.07253591,4
42.35121345,-71.07288111,4
42.35110521,-71.07328029,3
42.3510367,-71.07353167,3
42.35117825,-71.07364552,4
42.35123442,-71.07343754,4
42.35126165,-71.07363865,4
42.3512979,-71.07349734,4
42.35156058,-71.0734201,4
42.35165652,-71.07346677,4
42.35152953,-71.07391644,4
42.35127568,-71.07393004,4
42.35171591,-71.07372153,4
42.35168987,-71.0738159,4
42.35104894,-71.07306732,3
42.35083783,-71.07296401,3
42.35068054,-71.07288647,3
42.35050682,-71.07280105,3
42.35057306,-71.07260816,4
42.3503054,-71.07270697,3
42.35026709,-71.07245908,4
42.35006513,-71.07258942,3
42.35040638,-71.07241741,4
42.35045022,-71.07225224,4
42.35049452,-71.07208531,4
42.35072874,-71.07268599,4
42.35093812,-71.0727881,4
42.35053708,-71.07253175,4
42.35112055,-71.07167191,4
42.35114188,-71.07126166,4
42.35131494,-71.07095359,4
42.35131812,-71.07061461,4
42.35177529,-71.07287763,4
42.35189403,-71.07243298,4
42.35203442,-71.07192217,4
42.35342869,-71.0763966,4
42.35360357,-71.07573756,4
42.353892,-71.07466265,4
42.35392553,-71.07454176,4
42.35379862,-71.07499742,4
42.35084456,-71.07269974,4
42.35058481,-71.07236161,4
42.35063175,-71.07218713,4
42.35068104,-71.07200572,4
42.35072958,-71.07182809,4
42.35077525,-71.07165238,4
42.35085834,-71.07134486,4
42.35060435,-71.07168589,4
42.35101921,-71.07074934,4
42.35095747,-71.07097939,4
42.35108299,-71.07051558,4
42.35066311,-71.07146784,4
42.35073643,-71.07118947,4
42.35081322,-71.07090758,4
42.35087875,-71.07066257,4
42.35093953,-71.07043747,4
42.35144375,-71.07387464,4
42.35144129,-71.07401388,4
42.3547926,-71.07457981,4
42.35492419,-71.0746532,4
42.35495405,-71.07398297,4
42.35486778,-71.07429668,4
42.3546926,-71.07495373,4
42.35482896,-71.07500561,4
42.35460722,-71.07526925,4
42.3547538,-71.07528329,4
42.35449707,-71.07473766,4
42.35445931,-71.0744734,4
42.35423119,-71.0744253,4
42.35400404,-71.07425868,4
42.35414144,-71.07417322,4
42.35422565,-71.07387194,4
42.35432445,-71.07349918,4
42.35441915,-71.07314277,4
42.35447069,-71.07295169,4
42.35437213,-71.07332112,4
42.35427223,-71.07368994,4
42.35418411,-71.07402365,4
42.35407853,-71.07397888,4
42.35427176,-71.07326274,4
42.35452247,-71.07275486,4
42.35456604,-71.07260468,4
42.35461236,-71.07243026,4
42.35450972,-71.07238036,4
42.35446385,-71.07255357,4
42.354123,-71.07381152,4
42.35417408,-71.07362651,4
42.35404084,-71.07456597,4
42.3539196,-71.07428115,4
42.35369802,-71.07404846,4
42.35358707,-71.07411613,4
42.35385039,-71.07183338,4
42.35379794,-71.07203051,4
42.35374343,-71.07223946,4
42.35368439,-71.0724599,4
42.35362537,-71.07267186,4
42.35357292,-71.07286474,4
42.35351593,-71.07307762,4
42.35345461,-71.07330775,4
42.35339989,-71.07351154,4
42.35334154,-71.0737238,4
42.35330068,-71.0734458,4
42.35355464,-71.07251602,4
42.35372762,-71.07171278,4
42.35341355,-71.07199491,4
42.35392138,-71.07180855,4
42.35389632,-71.07158529,4
42.35375842,-71.07151855,4
42.35367965,-71.07136719,4
42.35355749,-71.07162936,4
42.35356657,-71.07142323,4
42.35334771,-71.07182841,4
42.3533013,-71.07199261,4
42.35323522,-71.07224061,4
42.35318163,-71.07243925,4
42.35312579,-71.07264212,4
42.3530672,-71.07286075,4
42.35301088,-71.0730715,4
42.35295616,-71.0732765,4
42.35332877,-71.07152045,4
42.35332817,-71.07130605,4
42.35317458,-71.07123166,4
42.35297487,-71.07113455,4
42.35273298,-71.07101536,4
42.35269162,-71.07130556,4
42.35309225,-71.07140304,4
42.3527558,-71.07123865,4
42.35257534,-71.07093771,4
42.35255277,-71.07114309,4
42.35256278,-71.07124217,4
42.35250526,-71.07145434,4
42.35240055,-71.07184374,4
42.35253073,-71.07190464,4
42.35264207,-71.07149564,4
42.35258013,-71.07172481,4
42.35409714,-71.07168503,4
42.35235672,-71.07083148,4
42.35216575,-71.07094991,4
42.3522498,-71.07112392,4
42.35213559,-71.07155678,4
42.35212227,-71.0707136,4
42.35208455,-71.07052442,4
42.35213422,-71.07027607,4
42.35219203,-71.06998521,4
42.35224732,-71.06971004,4
42.35199305,-71.07037602,4
42.3520532,-71.07010646,4
42.35211357,-71.06981053,4
42.35197109,-71.06998808,4
42.35193265,-71.07025103,4
42.35180289,-71.07055331,4
42.35175366,-71.07069674,4
42.35159549,-71.07061937,4
42.351915,-71.07090909,4
42.351824,-71.07116738,4
42.35174768,-71.07148799,4
42.35162884,-71.07134693,4
42.35171283,-71.0710312,4
42.35176739,-71.07082169,4
42.35185994,-71.07048073,4
42.35231577,-71.07025401,4
42.35276987,-71.07082125,4
42.35277303,-71.0705851,4
42.35298646,-71.07060449,4
42.35304981,-71.07036443,4
42.3534004,-71.07058492,4
42.35311813,-71.0709183,4
42.3529624,-71.07076286,4
42.35262269,-71.07066239,4
42.35261849,-71.07042093,4
42.35269553,-71.0700497,4
42.35266152,-71.06985487,4
42.35286791,-71.07028845,4
42.35247448,-71.07047211,4
42.35232373,-71.07062219,4
42.35359908,-71.07108378,4
42.35340811,-71.07110372,4
42.35488729,-71.07228333,4
42.3549086,-71.07208361,4
42.35469543,-71.07218929,4
42.35461537,-71.07193807,4
42.35449489,-71.07209057,4
42.35439321,-71.07182844,4
42.35430192,-71.07199561,4
42.35455535,-71.0722071,4
42.3546604,-71.07225839,4
42.35477138,-71.0716595,4
42.35457017,-71.07141904,4
42.35443453,-71.07139998,4
42.35445998,-71.07162147,4
42.35493142,-71.07145861,4
42.35492748,-71.07083982,4
42.35482819,-71.07104763,4
42.35486989,-71.07122241,4
42.35448544,-71.07113523,4
42.35419681,-71.07137618,4
42.354037,-71.07148302,4
42.3539553,-71.07124818,4
42.35410657,-71.07114477,4
42.3542442,-71.07109356,4
42.35436543,-71.07065175,4
42.35444016,-71.07084888,4
42.35459367,-71.0709432,4
42.35468508,-71.07117071,4
42.35496043,-71.07174797,4
42.35375847,-71.07140575,4
42.35394406,-71.07072034,4
42.35386421,-71.0706796,4
42.35403607,-71.07037837,4
42.35395639,-71.07034156,4
42.3540787,-71.07013638,4
42.35403952,-71.0701186,4
42.35411113,-71.07001217,4
42.35407309,-71.06999351,4
42.35412024,-71.06981983,4
42.35415828,-71.0698391,4
42.35419185,-71.06971401,4
42.35415201,-71.0696953,4
42.35428684,-71.0694554,4
42.35420471,-71.06941763,4
42.35436478,-71.06916381,4
42.35428448,-71.06912306,4
42.35450621,-71.06941931,4
42.35436815,-71.06968695,4
42.35453984,-71.06972312,4
42.35468067,-71.06970276,4
42.35493137,-71.06986567,4
42.35401656,-71.06957247,4
42.3540207,-71.06923937,4
42.35409677,-71.06904462,4
42.35380962,-71.06901259,4
42.35389577,-71.06879936,4
42.35406643,-71.06873833,4
42.35363816,-71.06883187,4
42.35335887,-71.06882616,4
42.35316788,-71.0685955,4
42.35316251,-71.06884768,4
42.35305307,-71.0691091,4
42.35295031,-71.06930777,4
42.35262129,-71.06958939,4
42.35314501,-71.07054557,4
42.3536793,-71.0703504,4
42.3538053,-71.07019088,4
42.35349889,-71.07004301,4
42.353358,-71.07010441,4
42.35367751,-71.07080617,4
42.35403014,-71.07098464,4
42.35422964,-71.07067482,4
42.35367957,-71.06820005,4
42.35353141,-71.0681182,4
42.3532495,-71.0702217,4
42.35428565,-71.070434,4
42.35456829,-71.07072056,4
42.35467246,-71.06929523,4
42.35491316,-71.06888108,4
42.35476942,-71.0688026,4
42.35453627,-71.068642,4
42.35439668,-71.06856412,4
42.35428712,-71.06853588,4
42.35413194,-71.06844872,4
42.35383319,-71.06828486,4
42.35398595,-71.06836814,4
42.35424737,-71.06869075,4
42.35432901,-71.06880457,4
42.35448207,-71.06887893,4
42.35481458,-71.06906651,4
42.35486773,-71.06944124,4
42.35458997,-71.06843331,4
42.35445749,-71.06836189,4
42.35493716,-71.06847251,4
42.35465398,-71.0683165,4
42.35476972,-71.06826026,4
42.35476305,-71.06798861,4
42.35460003,-71.06802493,4
42.35447083,-71.06821648,4
42.35432034,-71.06812873,4
42.35434975,-71.06803279,4
42.3541484,-71.06792267,4
42.35393617,-71.06791906,4
42.3546526,-71.06780474,4
42.35491117,-71.06785155,4
42.35474303,-71.06757362,4
42.35467103,-71.06731456,4
42.35472921,-71.06706525,4
42.35467239,-71.06685492,4
42.35479039,-71.06661452,4
42.35485965,-71.06676661,4
42.35490944,-71.06712084,4
42.35489855,-71.05550822,2
42.35467169,-71.05535746,2
42.35476562,-71.05647238,2
42.35428864,-71.05622255,2
42.35413194,-71.05618904,2
42.35451086,-71.05620494,2
42.35453915,-71.05601704,2
42.35397445,-71.05670611,2
42.35399561,-71.05673838,2
42.35441919,-71.05749589,2
42.35453499,-71.05742681,2
42.35464367,-71.05742175,2
42.35475315,-71.05774255,2
42.35483379,-71.05769802,2
42.35480721,-71.05760958,2
42.35472791,-71.05765476,2
42.35481628,-71.05781896,2
42.35487243,-71.05743077,2
42.35489771,-71.05773246,2
42.3547361,-71.05790126,2
42.35468823,-71.05774269,2
42.35467153,-71.05768921,2
42.35464578,-71.05759739,2
42.35471101,-71.05783655,2
42.35462591,-71.05753132,2
42.35486309,-71.05631682,2
42.3546988,-71.05628758,2
42.3544603,-71.05625435,2
42.35411465,-71.05853928,2
42.3538419,-71.05836782,2
42.35368167,-71.05813855,2
42.35329592,-71.05752495,2
42.35328266,-71.05744799,2
42.35327187,-71.05735712,2
